Farmer_ID,Field_Area,Avg_Rainfall,Temperature,Seed_Type,Yield
958,4.361600113,42.73994358,14.89310809,Soybean,88.79264841
320,5.48843513,57.18880631,22.91165833,Wheat,80.5719798
885,9.163487535,39.48511318,26.14163014,Soybean,57.46451455
791,6.190742893,55.00357857,10.51833945,Wheat,83.95476207
771,2.087592574,61.36783847,11.59836214,Wheat,36.40636138
665,8.972479515,66.16690806,29.46610321,Rice,66.07221871
340,6.919545944,36.79321581,19.78938454,Wheat,71.52297373
726,7.074577437,80.7761622,24.70783459,Wheat,58.68386006
772,6.538248989,32.49330815,26.29435878,Rice,48.02013008
594,6.275902131,45.48318618,28.06465115,Rice,33.04473985
525,7.355612074,87.31687958,27.2953655,Rice,63.24947516
746,4.654935024,70.99083041,13.79944764,Wheat,57.49739987
565,2.217243462,96.38387229,28.66233425,Wheat,28.47318295
253,6.32745733,48.24239922,15.49393555,Corn,52.50002165
875,7.901283292,88.30730024,15.27460703,Soybean,12.21233651
985,3.32850891,56.16324929,26.87175406,Rice,20.56505805
598,9.378136885,30.46691899,22.02041883,Rice,44.74864581
498,9.485265431,48.83933711,16.56372777,Rice,52.97359286
378,5.342111463,74.21341848,20.79707133,Rice,83.43024252
649,5.507694067,39.60042554,21.4056504,Soybean,97.87132493
144,6.616676202,52.41762808,24.99167875,Wheat,75.51838771
82,8.895667753,30.67101532,27.30563963,Rice,40.21846957
864,3.433687644,31.04222468,26.0746838,Soybean,79.81891879
650,1.868591808,33.412012,18.56225705,Corn,95.99269951
905,1.817249154,87.65871487,18.2593357,Rice,31.4430898
365,4.335500161,47.85642067,15.04908935,Wheat,11.53124385
581,0.10556773,93.2366938,21.43090376,Rice,23.18627691
340,3.004819697,64.61475981,26.28912735,Soybean,39.09359129
883,8.790516373,93.55588305,15.25425646,Soybean,75.1899154
530,9.736136126,24.22653638,11.52058922,Wheat,75.36412133
469,9.898979389,42.18138115,29.89738838,Soybean,77.22175676
800,5.566308351,59.61275401,25.14161241,Rice,44.80190419
118,2.00475484,47.44747618,10.42001393,Corn,69.01090906
942,5.354823609,59.97615375,10.29979238,Wheat,90.28024496
333,8.010990105,42.20960903,16.60157905,Soybean,44.30001743
430,5.821280459,80.06540643,17.73684641,Soybean,59.88728457
558,9.939402969,98.85784304,19.39319869,Corn,10.10244957
193,8.616623966,61.60194198,11.44870403,Soybean,57.615793
443,8.237892897,87.7301413,24.04095002,Rice,22.75010345
779,4.212370192,54.64509045,26.83620298,Wheat,96.82176412
923,9.000794042,97.4205985,28.6278987,Rice,91.42448459
944,2.906673872,56.98096872,20.57302218,Soybean,86.04697454
27,5.113840172,44.82513787,23.40272644,Rice,29.04466722
848,4.342914088,25.42724497,18.93707254,Corn,32.64032532
580,9.104679449,61.67803237,22.93083067,Rice,66.36483945
283,1.938856483,39.88839394,22.28799861,Rice,58.70879125
78,3.115482816,49.71724586,17.01697931,Corn,27.66064128
529,9.548817478,30.98745317,14.73943317,Soybean,25.30099283
400,5.44065532,39.3396771,25.22834388,Wheat,85.70089763
928,4.337477535,93.2715691,19.4222089,Wheat,52.06148555
336,2.609406075,60.69162498,26.81971258,Soybean,60.68169855
844,1.968533066,86.82316645,25.92131343,Soybean,98.65473064
423,6.362265264,42.80314733,19.5479975,Rice,74.82551286
990,5.41875591,79.03613043,12.75706165,Rice,94.78481728
706,4.082183059,69.25719089,22.19697977,Rice,27.00253963
154,5.144611646,28.09406049,21.08343361,Rice,55.55037006
561,8.862805151,87.17079863,21.24871782,Wheat,30.56426008
770,5.176119853,79.86321071,29.07460958,Soybean,77.75764815
898,0.99262344,52.95141303,25.28935348,Corn,84.20554347
56,4.026701271,70.62403259,28.11533152,Wheat,78.99734149
496,5.959691475,89.24257403,19.63386293,Rice,85.79902364
170,8.988702426,71.99939957,15.73721317,Corn,62.25834154
32,1.00812816,96.85085843,11.67758181,Wheat,16.3510244
833,6.301009858,30.55522241,24.31957222,Soybean,41.66373022
448,8.125732187,23.99749643,10.07123683,Corn,41.41568315
976,6.068182497,99.73320515,20.45859662,Soybean,47.29512328
814,3.783056598,70.19939303,15.67204574,Corn,61.37026024
948,5.126720168,41.41185602,28.52881086,Rice,95.07088333
212,4.136474323,31.21733554,29.34737027,Corn,31.73004412
848,6.471250647,26.5297971,17.34577189,Corn,95.64849208
313,8.127079675,45.03276435,22.06659675,Soybean,65.94045917
75,7.521163604,29.03220488,24.1032493,Rice,32.66318364
691,6.519868626,76.27366456,11.28588595,Corn,23.29675998
602,6.386775583,65.05860754,17.94663484,Corn,82.04685425
822,8.444980419,89.89271847,29.1386661,Wheat,15.68999045
608,0.610138344,28.35430043,25.81853108,Rice,49.84696746
830,1.214052448,60.71861224,15.42006618,Soybean,80.1739206
732,9.267542065,69.52898936,17.45718407,Soybean,24.36906574
875,7.808426696,46.89477402,27.14213637,Rice,81.39554476
978,2.264141584,94.17944589,20.68533432,Corn,83.58406115
563,5.721085331,46.61808017,16.14927134,Wheat,14.6467305
403,5.71961585,57.52124206,24.73038502,Rice,94.55063055
857,1.17100541,72.12726144,19.399371,Rice,52.57144137
413,2.095642101,73.61361947,10.12040251,Corn,75.85453799
452,7.087341359,80.9464839,20.72213709,Soybean,77.76223265
788,4.507969054,70.92751708,27.66320097,Corn,63.58632714
2,0.503541384,60.76485592,14.32779806,Wheat,83.91453461
894,3.375427157,21.02594302,21.1875923,Rice,35.14617787
326,3.951565714,68.77577222,12.51823712,Wheat,46.37591397
882,0.734170686,69.829964,26.00640984,Soybean,57.64550789
379,0.637335963,43.08192093,13.85485798,Soybean,58.06209542
605,7.223686616,48.39205221,15.26398955,Corn,95.57916607
382,0.951414154,68.21517857,10.51104512,Soybean,50.03862366
72,0.989480468,32.64216623,12.32377855,Rice,97.72903504
833,6.712039337,27.58070127,16.86423613,Soybean,43.87353507
949,2.784245261,82.18698173,29.08406629,Soybean,56.92305519
967,0.327397381,98.73040158,13.76532161,Corn,36.42700166
53,9.193397843,81.11063611,10.50386829,Rice,85.97572583
66,8.912959863,28.07432404,21.79145487,Soybean,54.73952528
824,8.077183543,87.43033004,11.82713266,Wheat,30.50386406
305,0.487972317,95.14251284,16.53637104,Rice,56.70044841
75,2.81931725,87.30057832,17.98547958,Wheat,97.82341096
53,8.697456283,83.54860351,11.96066505,Rice,32.35377277
963,3.007680103,92.84205538,19.36612572,Wheat,90.82089759
820,9.63405626,77.17874323,19.48167993,Corn,80.72160485
230,5.53138927,61.12243473,28.8738673,Rice,47.38518807
507,2.900671355,30.05152891,19.6898316,Soybean,47.56141639
106,3.585235415,78.31945561,14.26633238,Soybean,18.67691443
439,4.44229046,32.97156754,21.61794617,Wheat,76.04304685
556,9.317468463,94.28711669,28.56724853,Corn,84.33140183
89,4.004122292,55.84773949,27.01185241,Soybean,92.00532301
832,7.794107462,37.99539863,25.1585793,Wheat,11.65499761
127,5.525687511,72.10458138,26.4868988,Rice,35.52670944
382,9.912370049,24.96886152,25.23598863,Soybean,37.66142266
579,5.750543432,77.29490096,10.46736978,Soybean,40.03057174
111,0.23582953,83.90903954,28.68249573,Rice,79.71595696
740,1.912970203,87.9022786,13.52168923,Soybean,65.37286345
5,4.4646797,98.08787245,22.47780755,Wheat,67.59534328
811,6.9720182,38.53944412,16.89188693,Soybean,83.7153014
293,4.32283861,53.45044631,16.87397357,Soybean,51.60263382
994,4.716884803,50.48404608,16.75503804,Corn,55.31371299
214,0.155717852,52.29316069,26.02456144,Soybean,99.37050985
653,1.494194786,70.76333502,13.95532849,Wheat,13.71275786
168,2.862487781,97.93426245,15.82254579,Rice,94.07993405
623,4.731160302,76.69637431,19.47288646,Wheat,29.34148224
677,9.161652931,90.64011452,29.9331567,Rice,98.86835367
878,1.054526897,62.86801944,19.03699779,Soybean,11.19731164
286,3.73123942,93.41527488,20.95052863,Rice,15.65868957
518,3.790711275,81.77192505,13.24596296,Wheat,92.7401673
413,7.656021795,91.85962825,27.94855489,Corn,15.59899918
424,0.732942167,73.6713051,23.17112076,Soybean,73.30869176
181,8.498636184,77.26670936,23.50167968,Soybean,98.30923534
575,4.949302291,56.68662684,20.02464606,Soybean,46.10314519
986,0.896748536,70.886271,20.13940448,Corn,91.06708984
105,7.843231096,23.99431828,21.64254473,Rice,30.94597268
551,4.782596252,63.45965927,17.45437476,Wheat,67.6364546
209,3.924259493,25.92235435,14.69511444,Wheat,40.84851645
362,8.923306812,78.50038037,24.31503155,Corn,90.57178529
624,8.145783852,50.27277412,11.32398753,Wheat,85.85681582
609,2.20909545,98.39121001,12.71220771,Soybean,81.28628914
183,9.384260064,91.46802327,18.63871174,Wheat,98.99848592
412,7.478909027,68.38526637,11.95627668,Corn,53.26869668
247,8.008572384,85.7060727,15.02142715,Rice,88.32983645
990,7.211641467,57.38070869,27.44264766,Soybean,36.00522249
519,0.367261942,41.94663152,29.23970625,Wheat,43.57779862
256,2.964648429,47.78867712,20.51718164,Corn,99.95598091
979,0.461956765,58.3471724,20.80563714,Rice,30.17458362
523,6.37803189,72.28880436,21.30332724,Corn,67.26991365
156,4.773828589,46.66589647,16.42062695,Corn,80.8065414
974,6.297752598,98.71446892,29.08025383,Soybean,25.02731851
999,2.651422316,78.94378349,15.95910913,Soybean,47.30342766
65,6.141734611,59.21241095,17.60824582,Corn,15.01507042
896,3.170775017,92.17482732,15.03307006,Soybean,90.4563722
404,4.11108474,45.45363935,18.78449228,Rice,71.05600407
808,6.836006786,65.32120052,24.28092078,Rice,86.01974719
957,1.649353556,39.98387293,10.60900962,Wheat,54.28433723
978,1.712775526,88.23415813,28.96790549,Wheat,83.06808007
427,0.252082105,56.97203866,24.85214108,Soybean,31.3846736
245,5.408831028,90.1990492,15.77370034,Soybean,65.42918938
765,5.056827044,92.77282754,18.14633576,Corn,31.2004696
259,5.432201003,75.35387826,24.05258474,Wheat,99.6475596
852,5.171424347,40.9115635,26.20483948,Corn,94.96158284
252,0.801162365,83.61609885,11.92691719,Soybean,20.35794912
37,2.220387297,73.76227179,20.4517275,Rice,45.42458572
683,8.698949585,41.40682803,18.28992277,Soybean,75.07060067
154,2.15698225,80.63533794,22.61975467,Soybean,43.81470044
998,0.237447588,50.35001202,12.54771015,Wheat,54.83928026
138,2.307662791,47.08123414,22.74547245,Corn,95.63170107
823,3.33758203,97.28686094,19.89873262,Soybean,15.73960127
554,2.69394768,31.15902333,10.35796084,Rice,32.96268814
704,8.955903018,23.55988072,18.33391256,Corn,30.45067241
979,1.154792445,99.41640494,24.88829836,Corn,95.28539748
920,0.76369846,71.36175068,29.67840915,Rice,50.3968569
321,1.915060861,83.47383024,15.54986444,Soybean,29.77219831
441,8.136558384,21.45490403,29.5214577,Rice,21.61505907
901,8.228906024,52.87242146,17.29926019,Wheat,20.74995733
539,8.86005191,60.62596568,27.62551968,Corn,15.35009347
827,9.326718388,73.37787819,17.53071749,Wheat,71.71919958
652,0.346436765,37.64844752,26.33214072,Rice,74.79385882
187,9.775548482,90.56657871,22.93001599,Soybean,35.19854811
331,3.12744756,41.81434615,20.68688022,Rice,97.21216431
44,9.689213365,92.65139564,19.7005081,Rice,57.19414513
478,6.503002166,82.74419702,22.62979813,Rice,14.12327036
248,4.996930878,50.95531261,21.69393886,Corn,79.53962635
93,1.591051375,58.58099145,20.56468254,Wheat,54.28614093
160,6.733226068,63.53801767,29.98504839,Soybean,38.40000382
50,4.992283111,60.52054987,20.0600698,Wheat,96.34239132
235,6.842312081,67.29601504,10.18945044,Soybean,61.35018448
901,0.592003686,45.3045833,16.70411716,Corn,21.76053622
601,3.980096607,84.61124987,28.41267465,Soybean,44.37252375
206,4.556003837,89.63960864,15.41552003,Soybean,18.78557521
325,0.615513278,56.8447398,13.94590147,Wheat,78.82686459
148,9.467825615,56.15308662,12.00979338,Soybean,67.24488779
155,8.927224557,93.74477898,20.52872522,Soybean,68.31867354
489,6.040164869,91.02544876,23.14580784,Corn,57.93579644
883,6.584136182,93.82242406,12.86663238,Soybean,71.61428736
60,4.335119179,60.04810293,10.5261488,Rice,29.92215412
12,3.593194724,94.24034699,28.71450107,Rice,30.02482353
478,4.173594482,89.87975541,28.26377421,Rice,39.73977451
361,8.274040989,31.99147119,18.61718125,Rice,14.13708698
489,6.94361035,98.35658856,27.66203852,Soybean,29.52433021
467,8.616843576,91.38160708,20.12528369,Corn,46.83876528
521,7.874695655,84.71116593,22.94290205,Corn,78.82038607
390,9.126898273,24.7160947,11.54166307,Wheat,74.50330191
28,3.524483175,25.04895517,24.93335216,Wheat,61.87539958
852,2.005309657,47.67699027,23.65949594,Corn,11.8350567
433,3.011898573,30.13203179,11.42869854,Soybean,96.53269703
32,0.267536271,45.64412961,10.3600792,Wheat,65.59715906
715,0.840801632,53.54974017,28.81497419,Wheat,53.19501709
510,1.800237406,41.59537037,26.96883858,Rice,51.38577969
673,2.881013956,35.69891847,17.91872206,Wheat,91.53984525
413,7.272227055,42.25810415,13.03046372,Rice,22.40198182
643,8.57317482,74.51158791,14.76144723,Rice,92.65510331
441,9.674424256,48.66265284,12.96113016,Rice,59.60104885
978,5.476391153,69.9110167,27.97640244,Wheat,84.68133558
764,1.385296906,95.98394357,26.62601913,Corn,12.2649447
921,5.272312085,32.84191656,26.24292448,Soybean,27.8570645
195,5.922357791,81.78973489,15.46429815,Wheat,56.82315277
132,6.171500864,40.9166429,20.56592778,Wheat,93.06184719
779,0.51423994,99.80044202,17.87083733,Corn,13.74922378
602,7.732985261,24.86564073,20.07515125,Soybean,83.80749764
406,2.361643861,26.82711327,21.8156558,Corn,13.66428783
360,8.78458534,20.17070613,20.75008687,Wheat,47.23478089
87,4.715176137,51.99858321,24.81368108,Wheat,54.31241351
508,6.70676711,34.14392573,25.45360003,Rice,13.42632199
182,0.701848006,35.44598682,24.54702061,Corn,31.65560553
621,6.431471779,22.76608922,21.96061328,Soybean,82.86438972
425,0.87116679,20.55096094,11.32940458,Corn,46.77703885
714,4.968719821,31.76469798,27.09878068,Rice,70.88251544
407,2.785073327,95.97743835,24.93186329,Rice,80.53791545
325,5.492893179,98.25029865,19.42165567,Corn,58.9117213
318,0.811906407,50.47710602,28.33391383,Corn,48.74023757
923,8.713912455,54.5497164,23.77241273,Soybean,26.25757135
883,6.102281743,83.18541344,16.78755287,Rice,78.6264567
403,6.821839677,49.37045191,28.77626727,Rice,76.75706617
650,8.43115819,81.20119299,23.37393355,Wheat,28.85679672
255,5.729808609,49.64504326,14.52517766,Corn,77.03377073
146,4.677540232,34.28174064,17.52093618,Rice,77.16448868
75,3.050171214,83.92535457,29.06573298,Wheat,42.35798421
550,7.403089522,52.84298989,27.52259609,Wheat,96.76854837
760,4.18178706,81.13127291,23.84766344,Wheat,92.90472838
661,9.00769251,61.99360614,15.7783298,Soybean,69.67046824
968,9.217781855,39.73899058,24.57944483,Corn,73.15507202
959,9.696194448,78.5978674,16.3572165,Corn,13.25742812
478,2.369016908,41.69570651,16.22102553,Rice,27.09442224
984,6.527053783,67.34153062,13.10969063,Corn,84.55333181
678,8.235702911,69.59998511,21.73048957,Corn,69.34196536
69,7.707186616,27.574613,23.96137421,Soybean,51.98760603
566,9.979486331,82.72149863,10.82215204,Wheat,16.66455137
678,9.670093238,50.33875914,24.58043416,Rice,92.78056504
321,3.66779304,22.12686584,12.99951498,Wheat,41.46152125
120,8.732232401,89.7441374,20.89129087,Wheat,67.8339757
523,6.595642893,67.62955978,25.78079417,Rice,82.03042097
535,7.976927036,42.23557339,23.99849535,Corn,26.40989057
267,2.485938874,44.36652786,25.41013315,Rice,82.25706855
866,4.020026815,66.40930154,18.90814857,Soybean,21.23684342
789,0.731722311,22.58413305,27.40539477,Soybean,36.25468008
480,2.107431078,55.10131149,21.5927417,Wheat,74.26285373
583,7.685700188,33.72731935,21.11718538,Soybean,27.36378475
620,3.664815504,29.665197,27.74998119,Corn,16.34011471
96,0.921514749,70.76706722,24.90416062,Corn,11.87353188
653,0.416353937,94.09344878,27.75132166,Rice,93.51955548
10,1.692070686,59.81105363,23.70385026,Wheat,63.70461189
949,2.157032047,95.35974871,27.18501621,Wheat,37.71479006
813,8.118631924,36.37476165,19.11743041,Rice,25.29203953
748,2.976266623,59.68139291,24.01554332,Rice,34.4777983
978,7.64142326,69.28272513,24.39514286,Soybean,19.09796955
801,2.086156099,79.33754781,28.72000478,Corn,12.2003669
614,6.869330269,64.76360348,27.60155975,Corn,12.70851388
331,9.858532397,46.24382946,21.55549821,Wheat,37.14619878
888,4.540033087,38.55942178,27.5104013,Soybean,35.92841348
546,1.068669324,49.78469047,16.72506676,Wheat,38.89022102
639,8.014392281,80.69027245,11.62813019,Rice,28.12018878
336,8.477551596,92.50533162,12.15727166,Corn,68.94328307
918,6.60835803,78.12087438,10.02694002,Soybean,19.88884199
648,1.81440965,45.7791942,29.83029405,Wheat,69.0546438
241,8.041266152,73.34467124,28.96485782,Corn,25.04221353
807,6.97592643,91.8975025,25.66815943,Rice,88.52071244
346,3.002717339,55.93742298,26.86829903,Corn,50.45024236
641,2.893194459,92.7540495,27.11076286,Rice,20.51478896
425,8.750148963,89.38790467,20.80500457,Rice,64.63095837
596,1.182752857,22.00226836,12.41730392,Rice,57.01107253
470,3.954776202,83.33219025,25.64858705,Corn,56.64278933
21,2.166700481,35.21464389,13.73789375,Rice,25.98941776
376,6.402870653,96.92458522,19.46303765,Corn,49.83020829
381,2.951518171,33.95202123,23.42860586,Soybean,79.46074124
586,5.322643631,75.59721442,10.27255988,Rice,38.29617968
187,1.749026538,91.11015327,28.5333916,Rice,28.824335
201,3.325749114,75.99152221,27.24271932,Rice,76.34765095
116,9.243472533,25.88590089,23.77039894,Rice,36.96865709
388,7.56658635,20.21463614,12.79154532,Rice,28.58288293
560,9.070048263,95.88705881,22.53865012,Soybean,83.98529534
275,3.073873177,78.36003616,27.24812232,Soybean,75.92297803
38,7.309709041,86.24402471,28.1084336,Rice,36.92962775
400,3.338258467,62.20690914,17.85984225,Soybean,46.22073705
832,9.41903011,21.31237721,13.59752895,Corn,74.12855284
568,7.08014466,73.45347431,23.19818629,Soybean,49.53855945
480,7.438575627,67.85059132,23.20130534,Wheat,67.63020379
715,6.857790323,67.21781873,15.59267494,Wheat,10.2771963
84,3.607999673,59.37244884,29.45919878,Wheat,77.63599943
21,2.369196951,99.92459583,14.32945774,Corn,89.50776781
561,1.871021042,21.39013275,12.89171516,Soybean,15.71111035
838,6.238709529,62.43075112,22.9842659,Wheat,35.76579641
977,7.722195362,72.46410941,16.1559683,Rice,50.64086983
288,2.25452243,80.1392319,25.42476353,Wheat,76.69476547
414,4.32472139,98.90206101,11.45142574,Rice,17.51659271
986,4.269050494,47.05628801,17.41872057,Corn,81.56141734
956,2.856732151,50.25562206,24.86012377,Wheat,84.66106539
571,0.105418347,44.01319275,27.23810418,Corn,93.20532291
709,3.126387489,38.13705894,17.63696242,Soybean,43.28859401
353,2.866587997,88.2186979,25.8959361,Corn,87.3337594
595,7.517339921,63.91961196,23.67961986,Rice,45.68965173
265,0.179877875,34.5313137,26.88481289,Corn,63.16571534
388,3.881588431,94.4905901,17.04540294,Soybean,36.03418531
273,4.6502699,68.85331067,20.1936204,Wheat,81.21996398
650,9.209360109,36.16016009,11.39532801,Wheat,91.48473013
457,8.743848645,78.89550686,20.99240619,Rice,40.92983106
687,9.252910548,68.41567356,29.13898487,Wheat,54.1457884
233,7.677241161,61.26352326,29.0279096,Wheat,68.96343271
557,8.310459497,77.02577916,18.07057228,Wheat,93.18832604
564,2.076345619,30.34361256,21.76144578,Wheat,94.25551873
910,3.471197837,20.14350018,15.49786135,Soybean,79.59406971
962,5.582071801,36.56056505,12.25792657,Rice,50.55098294
786,5.01553632,88.6415773,22.93115364,Wheat,31.97077715
129,7.209217209,56.82225828,29.82958075,Soybean,87.77652677
727,2.828949125,88.1178766,26.35888424,Corn,42.08929788
884,0.232802273,57.02208132,19.51189326,Rice,52.84970586
243,4.089298524,72.84301515,13.21818545,Wheat,79.89006226
72,1.079029822,86.22084376,26.7269112,Soybean,89.26161982
325,7.539361939,91.99318393,26.05315183,Soybean,65.15547181
9,8.341986947,21.81574033,12.5079773,Soybean,71.97675426
440,5.847548446,28.91562186,25.72899293,Corn,48.83385271
267,6.951930482,97.10508745,23.38345457,Soybean,61.79759701
661,0.286879465,46.79400397,17.03982963,Wheat,53.26068673
624,6.31239036,61.10839613,25.08307317,Rice,72.16889593
239,9.690307857,65.61624495,18.15361118,Soybean,42.88355819
443,8.982375859,34.93079187,13.75075371,Wheat,20.07149526
166,6.088196443,99.33011186,10.15036482,Rice,49.90287226
878,1.000702938,20.02292777,20.77036971,Wheat,46.19383025
759,4.646709474,49.18594214,22.14299451,Soybean,77.84876761
893,1.901354021,70.43332899,21.89571486,Corn,96.73119104
170,3.199268748,71.69470363,18.41795983,Corn,36.32958255
475,0.104178986,52.27267791,23.35180218,Rice,41.19996155
899,7.30762654,58.02172883,11.7038658,Soybean,45.82573122
653,3.014152811,94.14032834,22.55809273,Rice,22.90786719
516,3.364476562,95.12411886,25.30694801,Soybean,57.29128409
230,8.284398822,52.89300787,23.52887208,Corn,79.93543851
297,9.103098466,27.18430176,11.62760083,Rice,50.94039238
373,5.554010744,45.03171189,19.88895295,Corn,90.53113171
448,1.05941928,38.03457826,18.54294282,Corn,22.39622224
683,3.326150721,32.73205747,15.53992484,Soybean,80.01524811
705,7.698906799,99.57149465,27.82852563,Wheat,70.01366083
743,4.041363777,24.64397427,10.88420261,Rice,30.351136
573,7.247379873,67.99612462,27.22268355,Corn,24.35857015
596,3.040138027,25.72228002,15.00188137,Rice,12.05452935
754,4.012921386,62.65195405,11.96788134,Wheat,37.29903036
267,5.005329548,69.02555901,19.83478681,Corn,85.52849213
109,1.546829471,49.21309113,22.31229468,Wheat,65.93001549
411,9.34753814,76.71279177,16.27264049,Wheat,22.2864233
728,7.286069994,93.46580785,28.56554592,Corn,34.50288683
151,2.341307974,89.04977464,29.82555554,Corn,73.95563354
961,5.264262802,94.23901716,19.10462102,Rice,43.4978386
797,9.864931782,29.99882999,28.36552334,Rice,47.60076036
635,6.021010331,49.5385052,23.76628303,Soybean,31.51031975
874,7.454392467,25.88769831,13.19507459,Wheat,27.93150257
800,9.432601851,33.47796285,11.46961239,Rice,21.12734178
779,2.70852613,44.3324935,29.18274596,Soybean,11.57133531
905,4.222959702,90.16842914,29.94816582,Wheat,38.79305145
746,6.671662271,85.87316246,25.548124,Rice,99.6770403
347,7.619038285,36.8888292,17.95809182,Wheat,99.42899718
766,4.862865187,66.64872846,26.35860581,Corn,97.55429011
525,5.405517453,50.41578556,27.40786537,Soybean,49.66673625
263,0.951241277,55.18710134,21.76204677,Corn,98.53197304
980,3.085847324,72.1586077,20.34902669,Wheat,73.43900376
310,9.437238265,87.58515917,13.60604192,Wheat,99.72033571
388,3.48386434,95.60482459,23.7283379,Corn,60.52012573
659,1.580048596,61.8139443,13.07523356,Corn,80.81446105
314,3.116450636,88.14403144,19.12535586,Corn,39.56034805
158,4.66327774,81.05416689,15.8101531,Soybean,62.51982819
307,0.146366684,58.09725138,19.46512447,Corn,57.54278314
840,4.954077784,75.84443584,13.63238071,Soybean,43.79834783
710,8.379601566,38.70640596,16.58765136,Rice,84.77627504
261,5.762668116,49.29883686,14.08565234,Soybean,65.54204223
715,6.690227938,88.24387449,25.78020879,Rice,72.94434993
112,9.999414707,62.22228571,25.9031007,Corn,52.0358352
631,2.626055601,93.86537549,21.09142161,Rice,44.98276738
259,5.693311363,89.54801107,14.59916308,Corn,26.55521927
345,4.140695234,47.90386454,26.95111497,Soybean,24.75686244
675,7.288856113,43.63775298,27.2416105,Soybean,90.36490921
419,2.711647518,43.58100676,24.01642981,Corn,25.78056926
908,9.140422795,58.83468426,15.6805768,Corn,73.17498434
514,4.236913492,38.6868721,25.50719559,Soybean,86.88288163
900,5.082880406,80.64636102,24.60190386,Soybean,85.49866891
367,2.155661538,83.96643903,14.35504549,Rice,16.14634275
287,4.060501006,23.52495802,23.64035249,Soybean,55.01939169
12,9.285865866,49.38780327,20.70076312,Rice,49.3161463
521,8.869898256,36.12798813,20.19207113,Soybean,49.70201173
138,3.049934534,59.03647289,12.93727776,Soybean,94.5627921
881,1.047048367,27.91196721,23.05779792,Wheat,54.91491954
766,1.29108495,64.51118591,29.24247614,Corn,68.72205223
850,9.231227399,88.64954584,26.16494453,Corn,74.73898741
418,8.336908808,22.39569011,12.89812159,Rice,79.01775646
53,2.488381918,20.94453869,25.04189747,Soybean,42.10347488
924,7.251039998,43.6678053,19.67317382,Rice,53.25509424
971,7.364858673,74.97258729,29.8346365,Wheat,45.60643603
397,7.837673371,63.21585011,15.43520179,Corn,26.79482922
372,1.578086945,72.45142165,17.89746723,Corn,82.7556444
96,3.30700923,77.98485568,26.08357175,Wheat,76.13017399
175,5.266369342,80.93267706,14.08963171,Corn,38.35893324
216,4.902889349,28.20917164,14.89266404,Corn,11.69002182
461,8.485712728,67.21414466,17.54074764,Soybean,69.51311449
44,8.721964844,46.77578873,14.20468412,Soybean,87.51313009
936,8.896668451,97.72970513,21.22350631,Wheat,53.10273853
621,0.647177413,81.64381542,26.47673292,Soybean,85.37506906
992,2.951521704,31.0787177,11.14821979,Wheat,85.67699826
874,8.598960768,35.50518359,28.77734046,Soybean,84.51321439
754,0.919472659,66.56072014,26.22285988,Wheat,82.20037012
133,2.98404421,51.24827068,18.2538222,Corn,75.83037544
467,4.208180915,55.21917486,10.78741271,Rice,37.73329441
